# timestamp tx ty tz qx qy qz qw
1766983283.099910 -283.646820 -255.387985 72.581688 -0.466086 0.581398 0.412400 0.524087
1766983283.199893 -285.666473 -254.711716 72.546898 -0.475360 0.591047 0.404015 0.511339
1766983283.299991 -287.698730 -254.019501 72.503151 -0.482207 0.602605 0.396724 0.496944
1766983283.399833 -289.738983 -253.330750 72.463699 0.487706 -0.612901 -0.390176 -0.484002
1766983283.499913 -291.776367 -252.660614 72.409348 0.490643 -0.616916 -0.386387 -0.478946
1766983283.599888 -293.826599 -251.979767 72.368942 0.494716 -0.626059 -0.379344 -0.468407
1766983283.699983 -295.839447 -251.260818 72.309448 0.498915 -0.638753 -0.370068 -0.454014
1766983283.799813 -297.855652 -250.512268 72.245682 0.496016 -0.645227 -0.369093 -0.448799
1766983283.899909 -299.863434 -249.725174 72.189011 0.493217 -0.653303 -0.366212 -0.442516
1766983283.999998 -301.911407 -248.876114 72.139091 0.492756 -0.662708 -0.358911 -0.434963
1766983284.099815 -303.937805 -248.031021 72.097427 0.492913 -0.670750 -0.351181 -0.428722
1766983284.199909 -305.919617 -247.158051 72.039574 0.490247 -0.679616 -0.344083 -0.423542
1766983284.299990 -307.884247 -246.257507 71.989731 0.485942 -0.689526 -0.336956 -0.418179
1766983284.399814 -309.852692 -245.336380 71.946983 0.481817 -0.699928 -0.326740 -0.413756
1766983284.499920 -311.836517 -244.340378 71.915718 0.478173 -0.707684 -0.316276 -0.412921
1766983284.599883 -313.870178 -243.336227 71.890625 0.472098 -0.714976 -0.307702 -0.413826
1766983284.699982 -315.863251 -242.315430 71.865021 0.461524 -0.723221 -0.301348 -0.416096
1766983284.799823 -317.841980 -241.229385 71.838348 0.450446 -0.731803 -0.294268 -0.418293
1766983284.899908 -319.766998 -240.123230 71.805031 0.440685 -0.742859 -0.284624 -0.415868
1766983284.999881 -321.688812 -238.935669 71.769737 0.431366 -0.753670 -0.274716 -0.412839
1766983285.099953 -323.564941 -237.715759 71.731743 0.418746 -0.762868 -0.266584 -0.414267
1766983285.199795 -325.432190 -236.441589 71.694153 0.406920 -0.775131 -0.256339 -0.409730
1766983285.299894 -327.281952 -235.139313 71.662033 0.393515 -0.786377 -0.248662 -0.406109
1766983285.399974 -329.079041 -233.773758 71.626251 0.377556 -0.793656 -0.244087 -0.409858
1766983285.499807 -330.870636 -232.376663 71.620255 0.362277 -0.799529 -0.240603 -0.414269
1766983285.599901 -332.650024 -230.920731 71.620979 0.348732 -0.806752 -0.234007 -0.415666
1766983285.699990 -334.409668 -229.431198 71.618141 0.334657 -0.812172 -0.228651 -0.419643
1766983285.799820 -336.082153 -227.901596 71.618881 0.321652 -0.815121 -0.223744 -0.426681
1766983285.899908 -337.678223 -226.288544 71.632881 0.310644 -0.817448 -0.219023 -0.432790
1766983285.999879 -339.258148 -224.651230 71.651878 0.297716 -0.820698 -0.212980 -0.438702
1766983286.099968 -340.805481 -222.990494 71.686813 0.283837 -0.825206 -0.207814 -0.441910
1766983286.199801 -342.263275 -221.276291 71.723160 0.269705 -0.829432 -0.201901 -0.445576
1766983286.299891 -343.742706 -219.559799 71.769974 0.256774 -0.831410 -0.198246 -0.451134
1766983286.399977 -345.149658 -217.773926 71.824959 0.245083 -0.833833 -0.194063 -0.454968
1766983286.499813 -346.521606 -215.963242 71.905739 0.233637 -0.835160 -0.189500 -0.460448
1766983286.599894 -347.839935 -214.122559 71.998154 0.222885 -0.835040 -0.184261 -0.468059
1766983286.699986 -349.109680 -212.243683 72.103073 0.212965 -0.834310 -0.180463 -0.475401
1766983286.799830 -350.289612 -210.386765 72.197968 0.201323 -0.833585 -0.176916 -0.483018
1766983286.899931 -351.464233 -208.472260 72.310524 0.189762 -0.832446 -0.174048 -0.490643
1766983286.999892 -352.611755 -206.575378 72.432076 0.179953 -0.831591 -0.170147 -0.497116
1766983287.099976 -353.707184 -204.644379 72.560303 0.171292 -0.829529 -0.165899 -0.504994
1766983287.199820 -354.791138 -202.688156 72.686996 0.163481 -0.827917 -0.160575 -0.511902
1766983287.299917 -355.817810 -200.744019 72.804359 0.156753 -0.825902 -0.157075 -0.518306
1766983287.399878 -356.775391 -198.746246 72.921478 0.149968 -0.823627 -0.153661 -0.524916
1766983287.499970 -357.698669 -196.756195 73.036797 0.144790 -0.823269 -0.147488 -0.528688
1766983287.599817 -358.616730 -194.757629 73.156769 0.140354 -0.819772 -0.142186 -0.536710
1766983287.699899 -359.468445 -192.793015 73.249969 0.133689 -0.818993 -0.137983 -0.540683
1766983287.799976 -360.301117 -190.802658 73.324188 0.127500 -0.820501 -0.134664 -0.540729
1766983287.899820 -361.127167 -188.790054 73.408340 0.124389 -0.819169 -0.128819 -0.544881
1766983287.999900 -361.922119 -186.803223 73.474777 0.122130 -0.816795 -0.122068 -0.550482
1766983288.099985 -362.664459 -184.813904 73.526024 0.118897 -0.814969 -0.117402 -0.554892
1766983288.199830 -363.391296 -182.795792 73.553673 0.114851 -0.814201 -0.112794 -0.557821
1766983288.299915 -364.109589 -180.784897 73.564560 0.110296 -0.814564 -0.107450 -0.559262
1766983288.399876 -364.779510 -178.756149 73.560646 0.105642 -0.816308 -0.104319 -0.558210
1766983288.499973 -365.446716 -176.731995 73.545677 0.100298 -0.819084 -0.101133 -0.555710
